product_id,url
auc4251822501473,https://www.cdiscount.com/maison/linge-maison/protege-matelas-emma-160x200-cm-antibacterien-et/f-11762011202-auc4251822501473.html
auc4251822501480,https://www.cdiscount.com/maison/linge-maison/protege-matelas-emma-180x200-cm-antibacterien-et/f-11762011202-auc4251822501480.html
auc4251822505259,https://www.cdiscount.com/maison/achat-meuble-literie/emma-sommier-a-lattes-fixes-90x190-confort-tri/f-1175527-auc4251822505259.html
auc4251822505266,https://www.cdiscount.com/maison/achat-meuble-literie/emma-sommier-a-lattes-fixes-140x190-confort-tr/f-1175527-auc4251822505266.html
auc4251822505273,https://www.cdiscount.com/maison/achat-meuble-literie/emma-sommier-a-lattes-fixes-140x200-confort-tr/f-1175527-auc4251822505273.html
auc4251822505280,https://www.cdiscount.com/maison/achat-meuble-literie/emma-sommier-a-lattes-fixes-160x200-confort-tr/f-1175527-auc4251822505280.html
auc4251822508670,https://www.cdiscount.com/maison/achat-meuble-literie/emma-matelas-hybride-200x200-memoire-de-forme/f-1175520-auc4251822508670.html
auc4251822508687,https://www.cdiscount.com/maison/linge-maison/protege-matelas-emma-80x190-cm-antibacterien-et/f-11762011202-auc4251822508687.html
auc4251822508694,https://www.cdiscount.com/maison/linge-maison/protege-matelas-emma-80x200-cm-antibacterien-et/f-11762011202-auc4251822508694.html
auc4251822508724,https://www.cdiscount.com/maison/linge-maison/protege-matelas-emma-140x190-cm-antibacterien-et/f-11762011202-auc4251822508724.html
auc4251822508731,https://www.cdiscount.com/maison/linge-maison/protege-matelas-emma-160x190-cm-antibacterien-et/f-11762011202-auc4251822508731.html
auc4251822508748,https://www.cdiscount.com/maison/linge-maison/protege-matelas-emma-200x200-cm-antibacterien-et/f-11762011202-auc4251822508748.html
auc4251822526766,https://www.cdiscount.com/pret-a-porter/bebe-puericulture/emma-matelas-matelas-bebe-70x140-cm-de-0-a-5-a/f-11317381803-auc4251822526766.html
auc4251822536116,https://www.cdiscount.com/maison/linge-maison/emma-oreiller-original-premium-70x40-mousse-vi/f-117621203-auc4251822536116.html
auc4251822542292,https://www.cdiscount.com/pret-a-porter/bebe-puericulture/emma-matelas-matelas-bebe-60x120-cm-de-0-a-5-a/f-11317381803-auc4251822542292.html
auc4251822551287,https://www.cdiscount.com/maison/linge-maison/emma-oreiller-nuage-essentiel-60x60cm-maintien/f-117621203-auc4251822551287.html
auc4260727541187,https://www.cdiscount.com/jardin/outillage-de-jardin/coupe-bordure-thermique-a-roues-fuxtec-fx-fsr162/f-1632620-auc4260727541187.html
auc4523275477934,https://www.cdiscount.com/electromenager/massage-bien-etre/siege-massant-massant-mulitifonction-coussin-de-ma/f-1106001-auc4523275477934.html
auc4897098688090,https://www.cdiscount.com/bricolage/securite-domotique/camera-surveillance-wifi-tapo-c225-2k-qhd-ai/f-166200402-auc4897098688090.html
