PRODUCT_ID,DATEJ,TYPE,PRIXMOY,IPMOY,NBNOUVEAUX,CLIENTS,PCTG
03K11743,26/03/2024,1P,13999,"97,49974998",0,0,0
03K11743,27/03/2024,1P,13999,"97,49974998",0,0,0
03K11743,28/03/2024,1P,13999,"97,49974998",0,0,0
03K11743,29/03/2024,1P,13999,"97,49974998",0,5,0
03K11743,30/03/2024,1P,13999,"97,49974998",0,0,0
03K11743,31/03/2024,1P,13999,"93,87126282",0,0,0
03K11743,01/04/2024,1P,13999,"93,87126282",0,0,0
03K11743,03/04/2024,1P,13999,"93,87126282",0,0,0
03K11743,04/04/2024,1P,13999,"93,87126282",0,0,0
03K11743,05/04/2024,1P,13999,"93,87126282",0,0,0
03K11743,06/04/2024,1P,13999,"93,87126282",0,5,0
03K11743,07/04/2024,1P,13999,"93,87126282",0,0,0
03K11743,08/04/2024,1P,13999,"93,87126282",0,10,0
03K11743,09/04/2024,1P,13999,"93,87126282",0,0,0
03K11743,10/04/2024,1P,13999,"93,87126282",0,10,0
03K11743,11/04/2024,1P,13999,"93,87126282",0,5,0
03K11743,12/04/2024,1P,13999,"98,1278309",0,0,0
03K11743,13/04/2024,1P,13999,"98,1278309",0,0,0
03K11743,14/04/2024,1P,13999,"98,1278309",0,10,0
03K11743,15/04/2024,1P,13999,"98,1278309",0,15,0
03K11743,16/04/2024,1P,13999,"98,1278309",0,0,0
03K11743,17/04/2024,1P,13999,"93,87126282",0,0,0
03K14743,17/02/2024,1P,29999,"101,425755",0,0,0
03K14743,18/02/2024,1P,29999,"101,425755",0,0,0
03K14743,19/02/2024,1P,29999,"101,425755",0,5,0
03K14743,20/02/2024,1P,29999,"101,425755",0,0,0
03K14743,21/02/2024,1P,29999,"101,425755",0,0,0
03K14743,22/02/2024,1P,29999,"101,425755",0,0,0
03K14743,23/02/2024,1P,29999,"101,425755",0,0,0
03K14743,24/02/2024,1P,29999,"101,425755",0,0,0
03K14743,25/02/2024,1P,29999,"101,425755",0,0,0
03K14743,26/02/2024,1P,29999,"101,425755",0,0,0
03K14743,27/02/2024,1P,26999,"92,85408155",0,0,0
03K14743,28/02/2024,1P,26999,"92,85408155",0,0,0
03K14743,29/02/2024,1P,26999,"101,5594237",0,0,0
03K14743,01/03/2024,1P,26999,"101,5594237",0,5,0
03K14743,02/03/2024,1P,26999,"101,5594237",0,0,0
03K14743,03/03/2024,1P,26999,"101,5594237",0,5,0
03K14743,04/03/2024,1P,26999,"101,5594237",0,5,0
03K14743,06/03/2024,1P,26999,"101,5594237",0,5,0
03K14743,07/03/2024,1P,26999,"101,5594237",0,5,0
03K14743,08/03/2024,1P,26999,"101,5594237",0,5,0
03K14743,09/03/2024,1P,26999,"101,5594237",0,0,0
03K14743,10/03/2024,1P,26999,"101,5594237",0,0,0
03K14743,11/03/2024,1P,26999,"101,5594237",0,10,0
03K14743,12/03/2024,1P,26999,"101,5594237",0,0,0
03K14743,13/03/2024,1P,26999,"101,5594237",0,0,0
03K14743,14/03/2024,1P,26999,"101,5594237",0,0,0
03K14743,15/03/2024,1P,26999,"101,5594237",0,10,0
03K14743,16/03/2024,1P,26999,"101,5594237",0,5,0
03K14743,17/03/2024,1P,26999,"101,5594237",0,0,0
03K14743,18/03/2024,1P,26999,"101,5594237",0,5,0
03K14743,20/03/2024,1P,26999,"101,5594237",0,0,0
03K14743,21/03/2024,1P,26999,"101,5594237",0,5,0
03K14743,22/03/2024,1P,26999,"101,5594237",0,5,0
03K14743,23/03/2024,1P,26999,"101,5594237",0,0,0
03K14743,24/03/2024,1P,26999,"101,5594237",0,5,0
03K14743,25/03/2024,1P,26999,"101,5594237",0,0,0
03K14743,26/03/2024,1P,26999,"101,5594237",0,0,0
03K14743,27/03/2024,1P,26999,"101,5594237",0,0,0
03K14743,28/03/2024,1P,26999,"101,5594237",0,20,0
03K14743,29/03/2024,1P,22999,"89,0590331",0,0,0
03K14743,30/03/2024,1P,22999,"89,0590331",0,10,0
03K14743,01/04/2024,1P,22999,"94,99966664",0,15,0
03K14743,02/04/2024,1P,22999,"94,99966664",0,5,0
03K14743,03/04/2024,1P,26999,"108,3338889",0,0,0
03K14743,04/04/2024,1P,28999,"105,2570557",0,0,0
03K14743,05/04/2024,1P,28999,"101,4676902",0,5,0
03K14743,06/04/2024,1P,28999,"101,4676902",0,5,0
03K14743,07/04/2024,1P,28999,"101,4676902",0,5,0
03K14743,08/04/2024,1P,28999,"101,4676902",0,0,0
03K14743,09/04/2024,1P,29999,"104,4089532",0,10,0
03K14743,10/04/2024,1P,29999,"101,425755",0,0,0
03K14743,11/04/2024,1P,29999,"101,425755",0,0,0
03K14743,12/04/2024,1P,28999,"98,56853053",0,5,0
03K14743,13/04/2024,1P,28999,"101,4676902",0,0,0
03K14743,14/04/2024,1P,28999,"101,4676902",0,0,0
03K14743,15/04/2024,1P,28999,"101,4676902",0,0,0
03K14743,16/04/2024,1P,28999,"101,4676902",0,0,0
03K14743,17/04/2024,1P,28999,"101,4676902",0,0,0
03K5384386,17/02/2024,1P,18999,"158,0618104",0,0,0
03K5384386,18/02/2024,1P,18999,"158,0618104",0,0,0
03K5384386,19/02/2024,1P,18999,"158,0618104",0,0,0
03K5384386,20/02/2024,1P,18999,"158,0618104",0,5,0
03K5384386,21/02/2024,1P,18999,"158,0618104",0,0,0
03K5384386,22/02/2024,1P,18999,"158,0618104",0,0,0
03K5384386,23/02/2024,1P,18999,"158,0618104",0,0,0
03K5384386,24/02/2024,1P,18999,"166,6643989",0,0,0
03K5384386,25/02/2024,1P,18999,"166,6643989",0,0,0
03K5384386,26/02/2024,1P,18999,"170,1368151",0,5,0
03K5384386,27/02/2024,1P,17999,"163,1918883",0,5,0
